"y1" "y2" "y3" "y4" "y5" "y6" "y7" "y8" "y9" "y10" "surt" "status" "x1" "x2" "rateobs"
"29" 0 0 0 1 1 NA NA NA NA NA 0.533959544382571 1 -0.47815005510862 1 5
"30" 1 1 0 1 0 1 1 1 1 1 1.31764143916027 0 0.417941560199702 1 10
"31" 1 1 0 0 0 0 1 1 1 1 1.31764143916027 0 1.35867955152904 1 10
"32" 1 1 1 0 NA NA NA NA NA NA 0.430974027973218 1 -0.102787727342996 0 4
"33" 0 3 5 2 0 0 0 0 1 0 1.31764143916027 0 0.387671611559369 0 10
"34" 0 0 0 0 0 0 0 0 1 1 1.13532284401206 1 -0.0538050405829051 1 10
"35" 0 0 1 0 0 0 NA NA NA NA 0.669971887229446 1 -1.37705955682861 0 6
"36" 0 1 0 0 0 NA NA NA NA NA 0.544553594154391 1 -0.41499456329968 1 5
"37" 1 1 1 0 0 0 NA NA NA NA 0.60321717416252 1 -0.394289953710349 1 6
"38" 0 1 0 0 1 0 0 1 1 1 1.31764143916027 0 -0.0593133967111857 0 10
"39" 9 15 15 3 0 2 3 1 3 0 0.101658688259665 1 1.10002537198388 0 10
"40" 0 3 0 0 1 0 0 0 0 1 1.0036860969739 1 0.763175748457544 1 10
"41" 0 0 0 0 0 0 NA NA NA NA 0.601610382814325 1 -0.164523596253587 0 6
"42" 1 1 1 0 0 0 1 NA NA NA 0.794676761337097 1 -0.253361680136508 0 7
"43" 3 0 3 0 0 0 0 3 0 1 0.106610927803694 1 0.696963375404737 1 10
"44" 1 0 1 1 1 0 1 1 0 1 1.31764143916027 0 0.556663198673657 1 10
"45" 1 0 0 1 1 0 1 1 1 1 1.1469970082144 1 -0.68875569454952 0 10
"46" 0 0 0 0 0 0 0 2 0 5 0.111371445751345 1 -0.70749515696212 0 10
"47" 0 12 7 0 0 0 0 NA NA NA 0.717650517494583 1 0.36458196213683 0 7
"48" 0 2 1 0 1 2 1 1 NA NA 0.886486739914331 1 0.768532924515416 1 8
"49" 8 8 14 0 0 0 0 0 2 6 0.0771490301403951 1 -0.112346212150228 0 10
"50" 0 5 6 0 2 3 0 1 2 3 1.31764143916027 0 0.881107726454215 0 10
"51" 5 0 0 0 0 0 0 1 0 0 1.31764143916027 0 0.398105880367068 1 10
"52" 2 1 NA NA NA NA NA NA NA NA 0.245131098025907 1 -0.612026393250771 0 2
"53" 4 0 1 0 0 1 0 0 1 1 0.164988516882865 1 0.341119691424425 0 10
"54" 1 0 1 0 0 NA NA NA NA NA 0.518830157531548 1 -1.12936309608079 0 5
"55" 31 41 0 38 22 7 8 0 9 12 0.0510677612341616 1 1.43302370170104 0 10
"56" 3 2 14 8 0 1 0 3 3 1 1.31764143916027 0 1.98039989850586 1 10
"57" 2 4 0 2 0 2 1 1 1 0 0.142148720059732 1 -0.367221476466509 1 10
"58" 0 1 0 0 0 0 0 0 1 1 1.08857774432987 1 -1.04413462631653 1 10
"59" 2 0 NA NA NA NA NA NA NA NA 0.202492116251386 1 0.569719627442413 1 2
"60" 0 0 0 0 0 0 0 0 0 0 1.31764143916027 0 -0.135054603880824 0 10
"61" 64 0 124 75 41 20 17 10 11 43 0.0869726762094078 1 2.40161776050478 0 10
"62" 1 2 1 1 1 1 1 1 1 1 0.0604660026442186 1 -0.0392400027331692 0 10
"63" 0 13 0 0 0 0 0 0 5 0 0.134128908327099 1 0.689739362450777 0 10
"64" 1 1 2 0 1 1 1 1 0 1 1.31764143916027 0 0.0280021587806661 0 10
"65" 1 2 2 0 NA NA NA NA NA NA 0.431850685375144 1 -0.743273208882405 0 4
"66" 1 0 0 0 1 0 0 1 1 1 1.29631025425756 1 0.188792299514343 1 10
"67" 0 0 0 1 0 0 0 0 NA NA 0.825779458780731 1 -1.80495862889104 1 8
"68" 8 0 25 0 0 4 0 1 4 7 0.113797225522254 1 1.46555486156289 0 10
"69" 0 6 6 NA NA NA NA NA NA NA 0.334822459437158 1 0.153253338211898 0 3
"70" 1 5 4 6 5 1 1 0 4 1 1.31764143916027 0 2.17261167036215 1 10
"71" 0 0 0 0 NA NA NA NA NA NA 0.439656318454557 1 0.475509528899663 0 4
"72" 0 0 1 0 0 0 1 1 0 1 1.22339867924766 1 -0.709946430921815 1 10
"73" 1 1 1 2 1 1 1 1 1 1 0.126310703467974 1 0.610726353489055 1 10
"74" 1 0 0 1 0 0 0 0 NA NA 0.89747885011822 1 -0.934097631644252 0 8
"75" 1 1 1 1 0 2 1 1 0 1 0.0708348714773825 1 -1.2536334002391 0 10
"76" 1 10 6 0 0 0 0 1 4 4 0.0814761085496264 1 0.291446235517463 0 10
"77" 2 0 NA NA NA NA NA NA NA NA 0.252652403698229 1 -0.443291873218433 1 2
"78" 1 2 0 0 0 0 0 1 1 1 1.31764143916027 0 0.00110535163162413 0 10
"79" 0 3 NA NA NA NA NA NA NA NA 0.231973331737419 1 0.0743413241516641 0 2
"80" 0 2 1 1 0 0 0 1 1 1 1.31764143916027 0 -0.589520946188072 1 10
"81" 0 1 0 0 0 0 0 0 0 0 1.31764143916027 0 -0.568668732818502 1 10
"82" 3 9 0 0 0 0 0 0 2 0 0.0178307927164745 1 -0.135178615123832 0 10
"83" 6 1 0 4 1 1 0 1 1 1 1.31764143916027 0 1.1780869965732 1 10
"84" 0 0 0 0 0 0 0 0 0 1 0.0225713152000748 1 -1.52356680042976 1 10
"85" 0 0 0 NA NA NA NA NA NA NA 0.398612083086723 1 0.593946187628422 1 3
"86" 3 1 1 1 1 1 1 1 1 1 1.31764143916027 0 0.332950371213518 1 10
"87" 0 9 8 0 NA NA NA NA NA NA 0.434230505016741 1 1.06309983727636 0 4
"88" 0 8 5 0 0 2 0 1 1 0 0.191443617626267 1 -0.304183923634301 0 10
"89" 0 0 1 0 0 1 1 1 0 1 0.0399449075295637 1 0.370018809916288 1 10
"90" 14 14 0 0 NA NA NA NA NA NA 0.409399934407879 1 0.267098790772231 0 4
"91" 1 0 2 1 1 0 1 0 1 3 0.0619019397472778 1 -0.54252003099165 0 10
"92" 1 3 NA NA NA NA NA NA NA NA 0.293760855331379 1 1.20786780598317 1 2
"93" 0 0 0 0 0 0 0 0 0 60 1.31764143916027 0 1.16040261569495 0 10
"94" 3 5 1 1 1 0 1 1 1 2 0.152073218700185 1 0.700213649514998 0 10
"95" 2 3 1 0 0 NA NA NA NA NA 0.53336699768785 1 1.58683345454085 0 5
"96" 3 2 0 0 0 0 0 1 0 0 1.31764143916027 0 0.558486425565304 0 10
"97" 1 0 0 0 0 0 0 0 1 1 0.15266911547677 1 -1.27659220845804 0 10
"98" 0 0 0 0 0 0 3 1 2 6 0.0154472611017552 1 -0.573265414236886 1 10
"99" 0 0 0 0 0 1 1 1 1 1 0.0777555309082697 1 -1.22461261489836 1 10
"100" 3 4 0 0 0 0 0 2 1 1 0.0349878862478286 1 -0.473400636439312 0 10
"101" 1 0 1 1 0 0 0 1 0 1 0.0319952114760642 1 -0.620366677224124 1 10
"102" 0 0 1 1 0 0 0 0 NA NA 0.813580214122256 1 0.0421158731442352 1 8
"103" 0 0 NA NA NA NA NA NA NA NA 0.204968317489079 1 -0.910921648552446 1 2
"104" 1 2 0 0 0 1 NA NA NA NA 0.671358723003607 1 0.158028772404075 1 6
"105" 2 2 5 0 0 2 0 0 1 1 0.0721591745696035 1 -0.654584643918818 0 10
"106" 1 1 1 1 1 1 0 NA NA NA 0.792756792491157 1 1.76728726937265 1 7
"107" 1 2 0 5 1 1 1 0 1 3 1.31764143916027 0 0.716707476017206 0 10
"108" 1 3 1 0 1 1 1 1 1 1 0.072215234808455 1 0.910174229495227 1 10
"109" 1 1 NA NA NA NA NA NA NA NA 0.268268809899025 1 0.384185357826345 1 2
"110" 8 3 0 0 0 2 2 0 3 1 1.31764143916027 0 1.68217608051942 1 10
"111" 0 0 1 0 1 0 1 0 1 1 1.31764143916027 0 -0.635736453948977 1 10
"112" 1 0 1 1 0 0 0 1 1 0 0.023274072677556 1 -0.461644730360566 0 10
"113" 4 6 9 NA NA NA NA NA NA NA 0.321671596407224 1 1.43228223854166 0 3
"114" 0 0 0 0 0 0 0 1 1 0 1.31764143916027 0 -0.650696353310367 1 10
"115" 0 0 1 0 1 0 0 NA NA NA 0.762931203511681 1 -0.207380743601965 1 7
"116" 1 0 0 0 0 0 0 0 0 0 1.31764143916027 0 -0.392807929441984 0 10
"117" 1 1 1 0 1 1 1 1 1 1 1.31764143916027 0 -0.319992868548507 1 10
"118" 2 1 2 0 1 1 1 0 1 1 0.128638829089659 1 -0.279113302976559 1 10
"119" 6 9 0 0 0 0 2 1 NA NA 0.823404211924789 1 0.494188331267827 0 8
"120" 2 3 0 0 NA NA NA NA NA NA 0.455980427233467 1 -0.177330482269606 1 4
"121" 0 0 1 0 0 0 NA NA NA NA 0.651462139821645 1 -0.505957462114257 1 6
"122" 4 0 5 7 2 1 1 1 1 NA 0.920471241169721 1 1.34303882517041 1 9
"123" 11 0 8 0 0 0 0 NA NA NA 0.78621865060991 1 -0.214579408546869 0 7
"124" 2 1 0 0 1 0 0 0 0 0 1.20745793620971 1 -0.179556530043387 0 10
"125" 1 1 1 0 0 1 0 1 1 1 1.31764143916027 0 -0.100190741213562 0 10
"126" 1 2 0 0 0 2 1 1 1 1 1.30243306497674 1 0.712666307051405 1 10
"127" 1 1 2 0 NA NA NA NA NA NA 0.400392257519941 1 -0.0735644041263263 1 4
"128" 6 0 0 0 1 0 0 1 1 1 0.161040767554587 1 -0.0376341714670479 1 10
"129" 0 0 0 0 0 0 1 0 1 1 1.20040357794312 1 -0.681660478755657 1 10
"130" 0 1 0 0 0 1 0 1 1 0 0.00238516707087716 1 -0.324270272246319 1 10
"131" 1 2 0 0 0 0 0 NA NA NA 0.704463815881398 1 0.0601604404345152 1 7
"132" 1 2 0 0 0 0 0 0 3 2 0.0551445616180054 1 -0.588894486259664 0 10
"133" 2 3 0 0 0 3 0 NA NA NA 0.71034423509572 1 0.531496192632572 0 7
"134" 0 0 NA NA NA NA NA NA NA NA 0.272636444822748 1 -1.51839408178679 0 2
"135" 3 3 0 0 2 0 1 0 0 3 1.14637027210346 1 0.306557860789766 0 10
"136" 0 2 0 0 0 0 0 0 0 0 0.0166693610920453 1 -1.53644982353759 0 10
"137" 1 2 0 0 0 1 0 0 0 3 0.0935344967017844 1 -0.300976126836611 0 10
"138" 0 0 0 0 0 0 1 0 0 1 0.0843555063129344 1 -0.528279904445006 0 10
"139" 0 0 0 0 0 0 0 0 0 NA 0.960943568194242 1 -0.652094780680999 0 9
"140" 1 0 1 1 0 1 1 0 1 1 0.14176080960614 1 -0.0568967778473925 1 10
"141" 1 0 0 0 0 1 0 0 0 0 1.31679690118118 1 -1.91435942568001 0 10
"142" 0 0 0 10 0 0 0 0 NA NA 0.818660767239005 1 1.17658331201856 1 8
"143" 0 0 0 0 0 0 0 1 0 0 0.177777495071369 1 -1.664972436212 1 10
"144" 0 4 0 0 NA NA NA NA NA NA 0.453222841475521 1 -0.463530401472386 0 4
"145" 0 0 0 0 1 0 1 1 0 0 0.0304721325585479 1 -1.11592010504285 0 10
"146" 1 1 0 0 0 0 0 0 0 1 0.0672548382408679 1 -0.750819001193448 0 10
"147" 17 17 17 16 0 6 2 3 8 11 0.00355691870803776 1 2.08716654562835 1 10
"148" 1 0 2 0 0 0 1 1 0 3 1.31764143916027 0 0.0173956196932517 0 10
"149" 0 1 0 0 NA NA NA NA NA NA 0.463129938766817 1 -1.28630053043433 1 4
"150" 0 1 1 0 0 0 0 1 0 1 0.0793368619201509 1 -1.64060553441858 1 10
"151" 0 0 0 0 0 0 0 1 1 0 1.31764143916027 0 0.450187101272656 1 10
"152" 2 0 0 NA NA NA NA NA NA NA 0.319050604608776 1 -0.018559832714638 1 3
"153" 3 2 0 0 1 0 1 1 1 1 1.04371214109254 1 -0.318068374543844 0 10
"154" 0 1 0 0 1 0 0 0 NA NA 0.841246025426446 1 -0.929362147453702 1 8
"155" 0 2 0 0 0 0 0 0 1 0 0.126198489313272 1 -1.48746031014148 1 10
"156" 0 0 NA NA NA NA NA NA NA NA 0.211259142357995 1 -1.07519229661568 0 2
"157" 1 3 2 2 1 0 1 1 1 2 0.0507671859154148 1 1.00002880371391 0 10
"158" 8 0 18 0 0 4 0 0 5 3 0.00310035148300448 1 -0.621266694796823 0 10
"159" 1 1 1 1 0 0 0 1 0 1 0.0968273238716708 1 -1.38442684738449 1 10
"160" 5 9 3 1 0 1 1 3 1 3 0.0567411082166834 1 1.86929062242358 1 10
"161" 1 1 1 1 0 0 2 1 1 1 0.0851170185528265 1 0.425100377372448 1 10
"162" 0 0 0 0 0 0 0 0 NA NA 0.876956628419914 1 -0.238647100913033 0 8
"163" 11 9 17 14 5 2 3 1 2 2 0.0843934179877385 1 1.05848304870902 0 10
"164" 2 3 3 NA NA NA NA NA NA NA 0.30726414051719 1 0.886422651374936 1 3
"165" 0 0 0 0 1 0 0 0 0 2 1.31764143916027 0 -0.619243048231147 1 10
"166" 1 3 4 1 1 1 1 1 1 2 1.31764143916027 0 2.20610246454047 1 10
"167" 1 0 1 0 0 0 NA NA NA NA 0.618209538543622 1 -0.255027030141015 0 6
"168" 2 0 0 NA NA NA NA NA NA NA 0.342790673539604 1 -1.42449465021281 1 3
"169" 0 0 NA NA NA NA NA NA NA NA 0.247815137276298 1 -0.144399601954219 0 2
"170" 1 0 1 1 0 0 1 1 0 0 1.31764143916027 0 0.207538339232345 1 10
"171" 2 5 2 2 2 1 1 1 1 1 1.31764143916027 0 2.30797839905936 0 10
"172" 1 10 0 0 0 0 2 0 1 1 0.0509539179629318 1 0.105802367893711 0 10
"173" 1 4 2 2 1 1 1 0 1 1 0.137431815113565 1 0.456998805423414 0 10
"174" 2 0 0 0 0 1 0 2 4 3 0.0510119344774297 1 -0.077152935356531 0 10
"175" 1 0 0 1 0 0 1 NA NA NA 0.732816870555447 1 -0.334000842366544 1 7
"176" 2 2 0 1 1 1 1 1 1 1 0.115338565315345 1 -0.0347260283112762 1 10
"177" 5 6 0 9 4 2 2 3 5 5 0.186990617770374 1 0.787639605630162 1 10
"178" 7 11 13 8 3 1 1 1 2 2 0.0761355802787474 1 2.07524500865228 0 10
"179" 3 0 2 0 0 NA NA NA NA NA 0.515374920247274 1 1.02739243876377 1 5
"180" 1 0 0 1 0 3 1 1 2 1 1.31764143916027 0 1.2079083983867 1 10
"181" 0 2 0 0 0 0 0 0 0 0 0.0440650515815214 1 -1.23132342155804 0 10
"182" 2 1 NA NA NA NA NA NA NA NA 0.295366345398817 1 0.983895570053379 1 2
"183" 1 1 1 1 2 0 1 1 1 0 1.05349324046089 1 0.219924803660651 1 10
"184" 1 0 0 0 0 0 0 NA NA NA 0.701543947508764 1 -1.46725002909224 0 7
"185" 0 0 0 0 0 0 0 0 0 1 1.31764143916027 0 0.521022742648139 1 10
"186" 0 0 1 0 0 0 0 0 0 0 1.31764143916027 0 -0.158754604716016 0 10
"187" 5 6 5 2 0 1 NA NA NA NA 0.625519001672679 1 1.4645873119698 0 6
"188" 2 1 NA NA NA NA NA NA NA NA 0.288761321464693 1 -0.766081999604665 1 2
"189" 0 1 0 1 0 1 0 1 0 0 0.0503335043098855 1 -0.430211753928547 1 10
"190" 1 0 NA NA NA NA NA NA NA NA 0.257479533203448 1 -0.926109497377437 1 2
"191" 1 2 4 0 0 1 1 1 1 0 0.0161788154879419 1 -0.17710396143654 1 10
"192" 6 0 0 0 0 1 0 0 1 2 1.31764143916027 0 0.402011779486338 0 10
"193" 1 0 0 1 0 0 2 1 1 1 0.0551110263891402 1 -0.731748173119606 1 10
"194" 1 0 0 NA NA NA NA NA NA NA 0.345083345547636 1 0.830373167981674 1 3
"195" 2 0 1 0 0 0 0 1 1 1 0.0163869052734923 1 -1.20808278630446 1 10
"196" 0 2 0 0 0 0 1 1 1 1 0.045373708537808 1 -1.04798441280774 1 10
"197" 1 1 3 2 1 1 1 1 1 1 1.31764143916027 0 1.44115770684428 0 10
"198" 1 0 0 0 0 0 1 0 0 0 0.0708623167036488 1 -1.01584746530465 0 10
"199" 1 1 1 0 0 1 0 1 1 1 1.31764143916027 0 0.411974712317515 0 10
"200" 3 0 0 0 0 0 2 0 1 0 0.141159213152832 1 -0.38107605110892 0 10
